"","hour","x","lat","lon"
"266","2016-01-12 01:00:00",0,43.068021,-89.412087
"267","2016-01-12 02:00:00",0,43.068021,-89.412087
"268","2016-01-12 03:00:00",0,43.068021,-89.412087
"269","2016-01-12 04:00:00",0,43.068021,-89.412087
"270","2016-01-12 05:00:00",0,43.068021,-89.412087
"271","2016-01-12 06:00:00",16,43.068021,-89.412087
"272","2016-01-12 07:00:00",23,43.068021,-89.412087
"273","2016-01-12 08:00:00",23,43.068021,-89.412087
"274","2016-01-12 09:00:00",10,43.068021,-89.412087
"275","2016-01-12 10:00:00",8,43.068021,-89.412087
"276","2016-01-12 11:00:00",5,43.068021,-89.412087
"277","2016-01-12 12:00:00",3,43.068021,-89.412087
"278","2016-01-12 13:00:00",4,43.068021,-89.412087
"279","2016-01-12 14:00:00",4,43.068021,-89.412087
"280","2016-01-12 15:00:00",10,43.068021,-89.412087
"281","2016-01-12 16:00:00",15,43.068021,-89.412087
"282","2016-01-12 17:00:00",34,43.068021,-89.412087
"283","2016-01-12 18:00:00",14,43.068021,-89.412087
"284","2016-01-12 19:00:00",8,43.068021,-89.412087
"285","2016-01-12 20:00:00",6,43.068021,-89.412087
"286","2016-01-12 21:00:00",0,43.068021,-89.412087
"287","2016-01-12 22:00:00",2,43.068021,-89.412087
"288","2016-01-12 23:00:00",2,43.068021,-89.412087
"289","2016-01-13 00:00:00",1,43.068021,-89.412087
"290","2016-01-13 01:00:00",0,43.068021,-89.412087
"291","2016-01-13 02:00:00",0,43.068021,-89.412087
"292","2016-01-13 03:00:00",0,43.068021,-89.412087
"293","2016-01-13 04:00:00",1,43.068021,-89.412087
"294","2016-01-13 05:00:00",1,43.068021,-89.412087
"295","2016-01-13 06:00:00",13,43.068021,-89.412087
"296","2016-01-13 07:00:00",21,43.068021,-89.412087
"297","2016-01-13 08:00:00",22,43.068021,-89.412087
"298","2016-01-13 09:00:00",11,43.068021,-89.412087
"299","2016-01-13 10:00:00",8,43.068021,-89.412087
"300","2016-01-13 11:00:00",3,43.068021,-89.412087
"301","2016-01-13 12:00:00",2,43.068021,-89.412087
"302","2016-01-13 13:00:00",6,43.068021,-89.412087
"303","2016-01-13 14:00:00",6,43.068021,-89.412087
"304","2016-01-13 15:00:00",6,43.068021,-89.412087
"305","2016-01-13 16:00:00",28,43.068021,-89.412087
"306","2016-01-13 17:00:00",36,43.068021,-89.412087
"307","2016-01-13 18:00:00",18,43.068021,-89.412087
"308","2016-01-13 19:00:00",4,43.068021,-89.412087
"309","2016-01-13 20:00:00",11,43.068021,-89.412087
"310","2016-01-13 21:00:00",6,43.068021,-89.412087
"311","2016-01-13 22:00:00",2,43.068021,-89.412087
"312","2016-01-13 23:00:00",3,43.068021,-89.412087
"313","2016-01-14 00:00:00",1,43.068021,-89.412087
"314","2016-01-14 01:00:00",0,43.068021,-89.412087
